,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,cluster,cluster_predicted,dbscan_cluster
50761,No,Si,No,No,No,Si,1,1,1
50762,Si,Si,No,No,Si,Si,0,2,4
50763,No,Si,No,Si,Si,Si,0,1,3
50764,Si,Si,No,No,Si,Si,0,2,4
50765,No,Si,No,Si,Si,Si,0,1,3
50766,Si,Si,No,No,Si,Si,0,2,4
50767,No,No,No,No,Si,Si,0,1,39
50768,Si,Si,No,Si,Si,Si,0,0,5
50769,No,Si,No,Si,Si,Si,0,1,3
50770,No,Si,No,No,Si,Si,0,1,13
50771,Si,Si,No,Si,Si,Si,0,0,5
50772,No,Si,No,No,Si,Si,0,1,13
50773,Si,Si,No,No,Si,Si,0,2,4
50774,No,Si,No,Si,Si,Si,0,1,3
50775,Si,Si,No,No,No,Si,1,2,0
50776,Si,Si,No,No,No,Si,1,2,0
50777,Si,Si,No,Si,No,Si,2,0,2
50778,No,Si,Si,No,No,Si,1,1,11
50779,Si,Si,No,Si,No,No,2,0,43
50780,No,Si,No,Si,No,Si,2,1,9
50781,No,Si,No,No,Si,No,0,1,24
50782,Si,Si,No,No,Si,Si,0,2,4
50783,No,No,No,Si,No,Si,2,1,49
50784,No,Si,No,No,No,No,1,1,17
50785,No,No,No,Si,No,Si,2,1,49
50786,Si,Si,No,No,Si,Si,0,2,4
50787,No,Si,No,Si,No,Si,2,1,9
50788,Si,Si,No,No,No,Si,1,2,0
50789,No,Si,No,No,No,No,1,1,17
50790,Si,Si,No,No,No,Si,1,2,0
50791,Si,Si,No,Si,No,Si,2,0,2
50792,Si,Si,No,No,No,Si,1,2,0
50793,No,No,Si,No,No,No,1,1,21
50794,Si,Si,No,No,Si,Si,0,2,4
50795,Si,Si,No,No,No,Si,1,2,0
50796,Si,Si,No,Si,No,Si,2,0,2
50797,No,Si,No,No,Si,Si,0,1,13
50798,Si,Si,No,No,No,Si,1,2,0
50799,Si,Si,No,Si,No,Si,2,0,2
50800,No,No,No,Si,No,Si,2,1,49
50801,Si,Si,No,Si,No,Si,2,0,2
50802,No,No,No,Si,No,Si,2,1,49
50803,Si,Si,No,No,No,Si,1,2,0
50804,No,Si,Si,Si,No,Si,2,1,36
50805,No,Si,No,No,No,Si,1,1,1
50806,No,Si,No,No,No,Si,1,1,1
50807,No,No,No,Si,No,Si,2,1,49
50808,No,Si,No,No,No,Si,1,1,1
50809,Si,Si,Si,Si,Si,Si,0,0,7
50810,Si,Si,No,No,No,Si,1,2,0
50811,Si,No,No,No,No,Si,1,2,6
50812,No,Si,No,No,No,Si,1,1,1
50813,Si,Si,Si,No,No,Si,1,2,12
50814,Si,Si,Si,Si,No,Si,2,0,20
50815,Si,Si,No,Si,No,Si,2,0,2
50816,Si,Si,No,No,No,Si,1,2,0
50817,Si,Si,No,No,No,Si,1,2,0
50818,Si,Si,No,Si,Si,Si,0,0,5
50819,Si,Si,No,No,Si,Si,0,2,4
50820,Si,Si,Si,Si,No,Si,2,0,20
50821,Si,Si,No,Si,No,Si,2,0,2
50822,Si,Si,No,No,No,Si,1,2,0
50823,Si,Si,No,No,Si,Si,0,2,4
50824,Si,Si,Si,Si,Si,Si,0,0,7
50825,Si,Si,No,No,No,Si,1,2,0
50826,Si,Si,Si,Si,Si,Si,0,0,7
50827,Si,Si,No,No,Si,Si,0,2,4
50828,Si,Si,Si,Si,Si,Si,0,0,7
50829,Si,Si,No,Si,Si,Si,0,0,5
50830,Si,Si,Si,No,No,Si,1,2,12
50831,Si,Si,No,Si,Si,Si,0,0,5
50832,Si,Si,Si,Si,Si,Si,0,0,7
50833,No,Si,Si,No,No,Si,1,1,11
50834,No,Si,Si,No,No,Si,1,1,11
50835,Si,Si,No,No,Si,Si,0,2,4
50836,Si,Si,No,No,Si,Si,0,2,4
50837,Si,Si,No,Si,Si,Si,0,0,5
50838,No,Si,No,No,Si,Si,0,1,13
50839,No,Si,No,No,Si,Si,0,1,13
50840,Si,Si,No,No,No,No,1,2,23
50841,No,Si,No,No,No,Si,1,1,1
50842,No,Si,No,No,No,Si,1,1,1
50843,No,Si,No,Si,No,Si,2,1,9
50844,No,Si,No,No,Si,Si,0,1,13
50845,Si,Si,No,No,No,Si,1,2,0
50846,Si,Si,No,No,No,Si,1,2,0
50847,No,Si,No,No,No,Si,1,1,1
50848,No,Si,No,No,No,Si,1,1,1
50849,No,Si,No,Si,Si,Si,0,1,3
50850,No,Si,No,No,Si,Si,0,1,13
50851,No,Si,No,Si,No,Si,2,1,9
50852,No,Si,No,No,Si,No,0,1,24
50853,Si,Si,No,No,No,Si,1,2,0
50854,No,Si,No,No,No,Si,1,1,1
50855,Si,Si,No,No,Si,Si,0,2,4
50856,Si,Si,No,No,No,Si,1,2,0
50857,Si,Si,No,Si,No,Si,2,0,2
50858,Si,Si,No,No,No,Si,1,2,0
50859,Si,Si,No,No,No,Si,1,2,0
50860,Si,Si,No,No,No,Si,1,2,0
50861,Si,No,No,No,No,Si,1,2,6
50862,No,Si,No,No,No,Si,1,1,1
50863,No,Si,No,No,No,Si,1,1,1
50864,Si,Si,No,Si,No,Si,2,0,2
50865,No,Si,No,No,No,Si,1,1,1
50866,No,No,No,Si,No,Si,2,1,49
50867,Si,Si,No,Si,No,Si,2,0,2
50868,No,Si,No,No,Si,Si,0,1,13
50869,Si,Si,No,Si,No,Si,2,0,2
50870,No,Si,No,No,No,Si,1,1,1
50871,No,Si,No,Si,No,Si,2,1,9
50872,Si,Si,No,Si,Si,Si,0,0,5
50873,No,Si,No,No,No,Si,1,1,1
50874,Si,Si,Si,Si,Si,Si,0,0,7
50875,No,Si,No,Si,No,Si,2,1,9
50876,No,Si,No,Si,No,Si,2,1,9
50877,No,Si,No,Si,No,Si,2,1,9
50878,Si,Si,No,Si,No,Si,2,0,2
50879,Si,Si,No,Si,No,Si,2,0,2
50880,Si,Si,Si,Si,No,Si,2,0,20
50881,Si,Si,No,No,Si,Si,0,2,4
50882,Si,Si,Si,No,Si,No,0,2,16
50883,Si,Si,No,No,Si,Si,0,2,4
50884,Si,Si,No,Si,No,Si,2,0,2
50885,No,Si,No,No,No,Si,1,1,1
50886,No,No,No,No,No,Si,1,1,51
50887,No,Si,No,No,No,Si,1,1,1
50888,Si,Si,Si,No,No,Si,1,2,12
50889,Si,Si,No,No,Si,Si,0,2,4
50890,No,Si,No,No,No,Si,1,1,1
50891,Si,Si,No,No,Si,Si,0,2,4
50892,Si,Si,No,Si,No,Si,2,0,2
50893,Si,Si,No,Si,No,Si,2,0,2
50894,Si,Si,Si,Si,Si,Si,0,0,7
50895,Si,Si,No,Si,Si,Si,0,0,5
50896,No,Si,No,No,Si,Si,0,1,13
50897,Si,Si,No,No,Si,Si,0,2,4
50898,Si,Si,No,No,No,Si,1,2,0
50899,No,Si,No,No,No,Si,1,1,1
50900,Si,Si,No,No,No,Si,1,2,0
50901,Si,Si,No,No,No,Si,1,2,0
50902,Si,Si,No,No,No,Si,1,2,0
50903,No,Si,No,Si,Si,Si,0,1,3
50904,No,Si,No,No,No,Si,1,1,1
50905,Si,Si,No,No,Si,Si,0,2,4
50906,Si,Si,No,No,No,No,1,2,23
50907,Si,Si,No,Si,No,Si,2,0,2
50908,Si,Si,No,No,Si,Si,0,2,4
50909,Si,Si,No,No,No,Si,1,2,0
50910,No,Si,No,No,No,Si,1,1,1
50911,Si,Si,No,Si,Si,Si,0,0,5
50912,No,No,No,Si,No,Si,2,1,49
50913,Si,Si,No,No,No,No,1,2,23
50914,No,Si,Si,No,No,No,1,1,10
50915,Si,Si,No,Si,No,Si,2,0,2
50916,Si,Si,No,No,No,Si,1,2,0
50917,Si,Si,No,No,No,No,1,2,23
50918,No,No,No,Si,No,Si,2,1,49
50919,No,Si,No,No,No,Si,1,1,1
50920,No,Si,No,Si,No,No,2,1,19
50921,No,Si,No,No,No,No,1,1,17
50922,No,No,No,Si,No,Si,2,1,49
50923,No,No,No,Si,No,No,2,1,31
50924,No,Si,No,Si,No,Si,2,1,9
50925,Si,No,No,Si,No,Si,2,0,33
50926,No,Si,No,No,No,Si,1,1,1
50927,Si,Si,No,Si,No,Si,2,0,2
50928,Si,Si,No,No,No,Si,1,2,0
50929,No,Si,No,Si,Si,Si,0,1,3
50930,Si,Si,No,Si,Si,Si,0,0,5
50931,Si,Si,No,No,No,Si,1,2,0
50932,Si,Si,No,No,No,Si,1,2,0
50933,Si,Si,No,No,No,Si,1,2,0
50934,Si,Si,Si,Si,No,Si,2,0,20
50935,Si,Si,No,No,No,Si,1,2,0
50936,Si,Si,No,Si,No,Si,2,0,2
50937,Si,Si,Si,No,No,Si,1,2,12
50938,Si,Si,No,Si,No,Si,2,0,2
50939,Si,Si,No,Si,No,Si,2,0,2
50940,Si,Si,No,No,No,Si,1,2,0
50941,Si,Si,No,No,No,Si,1,2,0
50942,Si,Si,No,No,No,Si,1,2,0
50943,Si,Si,Si,Si,Si,Si,0,0,7
50944,Si,Si,No,No,No,Si,1,2,0
50945,Si,Si,No,No,No,Si,1,2,0
50946,No,Si,No,No,Si,Si,0,1,13
50947,No,Si,No,No,Si,Si,0,1,13
50948,Si,Si,No,No,Si,Si,0,2,4
50949,No,Si,Si,No,Si,Si,0,1,30
50950,Si,Si,No,No,Si,Si,0,2,4
50951,No,Si,No,Si,No,Si,2,1,9
50952,No,No,Si,No,No,No,1,1,21
50953,Si,Si,No,No,No,No,1,2,23
50954,Si,Si,No,No,No,Si,1,2,0
50955,No,No,Si,No,No,No,1,1,21
50956,Si,Si,No,Si,No,Si,2,0,2
50957,No,No,No,No,Si,Si,0,1,39
50958,Si,Si,No,No,Si,Si,0,2,4
50959,No,Si,No,No,No,No,1,1,17
50960,Si,Si,No,No,No,Si,1,2,0
50961,No,Si,No,No,Si,No,0,1,24
50962,Si,Si,No,No,No,Si,1,2,0
50963,No,Si,No,No,No,Si,1,1,1
50964,Si,Si,No,No,No,Si,1,2,0
50965,Si,Si,No,Si,No,Si,2,0,2
50966,Si,Si,No,No,No,Si,1,2,0
50967,Si,Si,No,Si,No,Si,2,0,2
50968,Si,Si,No,No,Si,Si,0,2,4
50969,Si,Si,No,Si,No,Si,2,0,2
50970,Si,Si,No,Si,No,Si,2,0,2
50971,No,Si,No,Si,No,Si,2,1,9
50972,Si,Si,No,Si,Si,Si,0,0,5
50973,Si,Si,No,No,Si,Si,0,2,4
50974,No,Si,No,No,Si,Si,0,1,13
50975,No,Si,No,No,No,Si,1,1,1
50976,No,Si,No,Si,No,Si,2,1,9
50977,Si,Si,Si,Si,No,Si,2,0,20
50978,Si,Si,No,Si,No,Si,2,0,2
50979,Si,Si,No,Si,No,Si,2,0,2
50980,Si,Si,No,Si,Si,Si,0,0,5
50981,Si,Si,No,Si,Si,Si,0,0,5
50982,No,Si,No,No,No,Si,1,1,1
50983,No,Si,No,No,No,Si,1,1,1
50984,Si,Si,No,No,No,Si,1,2,0
50985,No,Si,Si,No,No,Si,1,1,11
50986,Si,Si,Si,No,No,Si,1,2,12
50987,Si,Si,No,Si,No,Si,2,0,2
50988,Si,Si,No,No,No,Si,1,2,0
50989,Si,Si,No,No,No,Si,1,2,0
50990,Si,Si,Si,Si,No,Si,2,0,20
50991,Si,Si,No,Si,No,Si,2,0,2
50992,Si,Si,No,No,No,Si,1,2,0
50993,Si,Si,Si,Si,Si,Si,0,0,7
50994,No,Si,No,No,No,Si,1,1,1
50995,Si,Si,No,Si,No,Si,2,0,2
50996,Si,Si,Si,Si,Si,Si,0,0,7
50997,Si,Si,Si,Si,Si,Si,0,0,7
50998,No,Si,No,Si,No,Si,2,1,9
50999,Si,Si,No,No,Si,Si,0,2,4
51000,Si,Si,No,No,No,Si,1,2,0
51001,No,Si,No,No,No,Si,1,1,1
51002,Si,Si,No,No,No,Si,1,2,0
51003,No,Si,No,No,No,Si,1,1,1
51004,Si,Si,No,No,Si,Si,0,2,4
51005,No,Si,No,Si,No,No,2,1,19
51006,Si,Si,No,No,No,Si,1,2,0
51007,No,Si,No,Si,No,Si,2,1,9
51008,Si,Si,No,No,No,Si,1,2,0
51009,Si,Si,No,No,Si,Si,0,2,4
51010,Si,Si,No,Si,No,Si,2,0,2
51011,Si,No,No,No,No,Si,1,2,6
51012,No,Si,No,Si,Si,Si,0,1,3
51013,No,Si,No,Si,No,Si,2,1,9
51014,No,Si,No,No,No,Si,1,1,1
51015,Si,Si,No,Si,No,Si,2,0,2
51016,No,Si,No,Si,No,Si,2,1,9
51017,Si,Si,No,Si,No,Si,2,0,2
51018,Si,Si,No,No,No,Si,1,2,0
51019,No,Si,No,No,No,Si,1,1,1
51020,No,No,Si,No,No,No,1,1,21
51021,Si,Si,No,No,No,Si,1,2,0
51022,Si,No,No,No,No,Si,1,2,6
51023,Si,Si,No,Si,No,Si,2,0,2
51024,No,No,No,Si,No,Si,2,1,49
51025,Si,Si,No,No,No,Si,1,2,0
51026,Si,Si,No,Si,No,Si,2,0,2
51027,Si,Si,No,Si,Si,Si,0,0,5
51028,No,Si,No,Si,Si,Si,0,1,3
51029,Si,Si,Si,Si,No,Si,2,0,20
51030,Si,Si,No,No,No,Si,1,2,0
51031,Si,Si,No,No,No,Si,1,2,0
51032,Si,Si,No,No,Si,Si,0,2,4
51033,No,Si,No,No,No,Si,1,1,1
51034,Si,Si,Si,No,No,Si,1,2,12
51035,Si,Si,No,No,Si,Si,0,2,4
51036,No,Si,No,Si,No,Si,2,1,9
51037,Si,Si,No,Si,Si,Si,0,0,5
51038,No,Si,No,No,No,Si,1,1,1
51039,Si,Si,No,No,No,Si,1,2,0
51040,Si,Si,No,Si,No,Si,2,0,2
51041,Si,Si,Si,Si,No,No,2,0,47
51042,Si,Si,No,No,No,Si,1,2,0
51043,Si,Si,No,No,Si,Si,0,2,4
51044,No,Si,No,Si,No,Si,2,1,9
51045,No,Si,No,No,No,Si,1,1,1
51046,Si,Si,No,Si,Si,Si,0,0,5
51047,Si,Si,No,Si,No,Si,2,0,2
51048,Si,Si,No,Si,No,Si,2,0,2
51049,No,Si,No,Si,Si,No,0,1,32
51050,Si,Si,No,No,No,Si,1,2,0
51051,Si,Si,No,Si,No,Si,2,0,2
51052,Si,Si,No,No,No,Si,1,2,0
51053,Si,Si,No,No,No,Si,1,2,0
51054,Si,Si,No,Si,No,Si,2,0,2
51055,Si,Si,No,No,No,Si,1,2,0
51056,Si,Si,No,No,No,Si,1,2,0
51057,Si,Si,Si,No,No,Si,1,2,12
51058,Si,Si,No,No,No,Si,1,2,0
51059,No,Si,No,No,No,Si,1,1,1
51060,Si,Si,Si,Si,Si,Si,0,0,7
51061,Si,Si,No,Si,Si,Si,0,0,5
51062,No,Si,No,Si,Si,Si,0,1,3
51063,No,Si,No,No,No,Si,1,1,1
51064,Si,Si,No,No,No,Si,1,2,0
51065,Si,Si,No,No,Si,Si,0,2,4
51066,No,Si,No,Si,Si,Si,0,1,3
51067,Si,Si,No,Si,Si,Si,0,0,5
51068,No,Si,No,Si,Si,Si,0,1,3
51069,No,No,No,No,No,No,1,1,22
51070,Si,Si,Si,No,Si,Si,0,2,15
51071,Si,Si,Si,No,Si,Si,0,2,15
51072,Si,Si,Si,No,Si,Si,0,2,15
51073,No,No,No,No,No,Si,1,1,51
51074,Si,Si,No,No,No,Si,1,2,0
51075,Si,Si,No,Si,No,Si,2,0,2
51076,Si,Si,No,No,Si,Si,0,2,4
51077,No,Si,No,No,No,Si,1,1,1
51078,No,Si,No,No,Si,No,0,1,24
51079,Si,Si,No,No,No,Si,1,2,0
51080,Si,Si,No,No,No,Si,1,2,0
51081,No,Si,No,No,No,Si,1,1,1
51082,Si,Si,No,No,Si,Si,0,2,4
51083,Si,Si,No,No,Si,Si,0,2,4
51084,No,No,Si,No,No,No,1,1,21
51085,Si,Si,No,No,No,Si,1,2,0
51086,Si,Si,No,No,No,Si,1,2,0
51087,No,Si,No,Si,No,Si,2,1,9
51088,Si,Si,No,Si,No,Si,2,0,2
51089,No,Si,No,No,No,Si,1,1,1
51090,Si,Si,No,Si,No,Si,2,0,2
51091,Si,Si,No,No,No,Si,1,2,0
51092,Si,Si,Si,No,No,No,1,2,8
51093,Si,Si,No,No,No,Si,1,2,0
51094,Si,Si,No,No,No,Si,1,2,0
51095,Si,No,No,No,Si,No,0,2,34
51096,Si,Si,No,No,No,Si,1,2,0
51097,No,No,No,No,Si,Si,0,1,39
51098,Si,Si,No,No,No,Si,1,2,0
51099,No,No,No,No,Si,Si,0,1,39
51100,No,Si,Si,No,No,Si,1,1,11
51101,Si,Si,No,No,No,Si,1,2,0
51102,Si,Si,No,No,No,Si,1,2,0
51103,Si,Si,No,No,No,Si,1,2,0
51104,Si,Si,No,No,No,Si,1,2,0
51105,Si,Si,No,Si,No,Si,2,0,2
51106,Si,Si,Si,Si,No,Si,2,0,20
51107,No,Si,No,No,No,Si,1,1,1
51108,Si,Si,No,No,No,Si,1,2,0
51109,No,No,No,Si,No,Si,2,1,49
51110,No,Si,No,No,No,Si,1,1,1
51111,No,Si,No,No,No,Si,1,1,1
51112,No,Si,No,No,No,Si,1,1,1
51113,Si,Si,Si,Si,No,Si,2,0,20
51114,No,No,No,Si,No,No,2,1,31
51115,Si,Si,No,Si,No,Si,2,0,2
51116,Si,Si,No,Si,No,Si,2,0,2
51117,No,Si,No,No,No,Si,1,1,1
51118,No,Si,No,No,Si,Si,0,1,13
51119,Si,Si,Si,No,Si,Si,0,2,15
51120,Si,Si,No,No,No,Si,1,2,0
51121,Si,Si,No,Si,No,Si,2,0,2
51122,Si,Si,No,No,No,Si,1,2,0
51123,Si,Si,No,No,No,Si,1,2,0
51124,Si,Si,Si,Si,Si,Si,0,0,7
51125,No,Si,No,Si,Si,Si,0,1,3
51126,Si,Si,No,No,Si,Si,0,2,4
51127,Si,Si,No,Si,Si,Si,0,0,5
51128,Si,Si,No,Si,Si,Si,0,0,5
51129,Si,Si,No,No,Si,Si,0,2,4
51130,Si,Si,No,No,Si,Si,0,2,4
51131,Si,Si,No,No,Si,Si,0,2,4
51132,Si,Si,Si,Si,No,Si,2,0,20
51133,Si,Si,No,No,Si,Si,0,2,4
51134,Si,Si,No,No,No,Si,1,2,0
51135,Si,Si,No,No,Si,Si,0,2,4
51136,Si,Si,No,No,Si,Si,0,2,4
51137,No,Si,No,No,Si,Si,0,1,13
51138,No,Si,No,Si,Si,Si,0,1,3
51139,No,Si,No,No,No,Si,1,1,1
51140,Si,Si,No,No,No,Si,1,2,0
51141,Si,Si,No,No,No,Si,1,2,0
51142,No,Si,No,No,No,Si,1,1,1
51143,No,Si,No,Si,No,Si,2,1,9
51144,Si,Si,No,No,No,Si,1,2,0
51145,Si,Si,No,No,Si,Si,0,2,4
51146,Si,Si,No,No,No,Si,1,2,0
51147,No,Si,No,No,No,No,1,1,17
51148,Si,Si,No,No,No,Si,1,2,0
51149,Si,Si,No,Si,No,Si,2,0,2
51150,Si,Si,No,No,No,Si,1,2,0
51151,No,Si,No,No,No,Si,1,1,1
51152,Si,Si,No,Si,No,Si,2,0,2
51153,Si,Si,No,No,No,Si,1,2,0
51154,Si,Si,No,No,No,Si,1,2,0
51155,No,Si,No,No,No,Si,1,1,1
51156,Si,Si,No,Si,No,Si,2,0,2
51157,Si,Si,No,No,No,Si,1,2,0
51158,Si,Si,No,No,No,Si,1,2,0
51159,No,Si,Si,Si,No,Si,2,1,36
51160,Si,Si,No,Si,No,No,2,0,43
51161,Si,Si,No,Si,No,Si,2,0,2
51162,No,Si,No,No,No,No,1,1,17
51163,No,Si,No,No,No,Si,1,1,1
51164,No,Si,No,No,No,Si,1,1,1
51165,No,Si,Si,No,Si,No,0,1,27
51166,No,Si,Si,Si,No,No,2,1,53
51167,No,Si,No,Si,No,Si,2,1,9
51168,No,Si,No,No,No,Si,1,1,1
51169,Si,Si,No,No,No,Si,1,2,0
51170,No,Si,No,No,No,No,1,1,17
51171,Si,Si,No,Si,No,Si,2,0,2
51172,Si,Si,No,No,Si,Si,0,2,4
51173,Si,Si,No,No,Si,Si,0,2,4
51174,Si,Si,No,Si,No,Si,2,0,2
51175,Si,Si,No,Si,No,Si,2,0,2
51176,Si,Si,No,Si,No,Si,2,0,2
51177,No,Si,No,Si,No,Si,2,1,9
51178,Si,Si,No,No,Si,Si,0,2,4
51179,Si,Si,No,No,Si,Si,0,2,4
51180,No,Si,No,No,No,Si,1,1,1
51181,Si,Si,No,No,No,Si,1,2,0
51182,Si,Si,No,No,Si,Si,0,2,4
51183,No,No,No,No,No,Si,1,1,51
51184,Si,Si,No,No,Si,Si,0,2,4
51185,Si,Si,Si,Si,No,Si,2,0,20
51186,Si,Si,No,Si,Si,Si,0,0,5
51187,No,Si,No,Si,No,Si,2,1,9
51188,No,Si,No,No,No,No,1,1,17
51189,Si,Si,Si,Si,No,Si,2,0,20
51190,No,Si,No,No,Si,Si,0,1,13
51191,Si,Si,No,Si,No,Si,2,0,2
51192,Si,Si,No,No,No,Si,1,2,0
51193,No,Si,No,No,Si,Si,0,1,13
51194,Si,Si,Si,Si,No,Si,2,0,20
51195,Si,Si,No,No,No,Si,1,2,0
51196,No,Si,No,Si,No,Si,2,1,9
51197,Si,Si,No,No,No,Si,1,2,0
51198,Si,Si,Si,No,Si,Si,0,2,15
51199,Si,Si,Si,No,Si,Si,0,2,15
51200,Si,Si,No,No,Si,Si,0,2,4
51201,Si,Si,No,Si,Si,Si,0,0,5
51202,No,Si,No,Si,No,Si,2,1,9
51203,Si,Si,No,Si,No,Si,2,0,2
51204,No,Si,No,No,Si,Si,0,1,13
51205,Si,Si,No,Si,No,Si,2,0,2
51206,Si,No,Si,No,No,No,1,2,45
51207,Si,Si,No,No,No,Si,1,2,0
51208,No,Si,No,Si,Si,Si,0,1,3
51209,Si,Si,No,Si,No,Si,2,0,2
51210,Si,Si,No,No,No,Si,1,2,0
51211,Si,Si,No,Si,No,Si,2,0,2
51212,No,Si,No,Si,Si,Si,0,1,3
51213,Si,Si,No,No,Si,Si,0,2,4
51214,Si,Si,No,No,No,Si,1,2,0
51215,Si,Si,No,No,No,Si,1,2,0
51216,No,Si,No,No,No,Si,1,1,1
51217,No,Si,No,No,No,Si,1,1,1
51218,No,Si,No,Si,No,Si,2,1,9
51219,No,Si,No,No,No,No,1,1,17
51220,Si,Si,No,No,No,Si,1,2,0
51221,No,Si,No,No,No,Si,1,1,1
51222,Si,Si,No,Si,No,Si,2,0,2
51223,No,Si,No,No,No,No,1,1,17
51224,No,Si,No,No,No,Si,1,1,1
51225,No,Si,No,No,No,No,1,1,17
51226,No,Si,No,No,No,No,1,1,17
51227,Si,Si,No,No,No,Si,1,2,0
51228,Si,No,No,No,No,No,1,2,18
51229,Si,Si,No,No,Si,Si,0,2,4
51230,Si,Si,No,No,No,Si,1,2,0
51231,No,Si,No,No,No,No,1,1,17
51232,No,Si,No,No,No,No,1,1,17
51233,No,Si,No,No,No,No,1,1,17
51234,Si,Si,No,Si,No,Si,2,0,2
51235,No,Si,No,No,No,No,1,1,17
51236,Si,Si,No,Si,No,Si,2,0,2
51237,No,Si,No,No,No,No,1,1,17
51238,No,Si,No,Si,No,No,2,1,19
51239,No,Si,No,No,No,No,1,1,17
51240,Si,Si,No,Si,No,Si,2,0,2
51241,Si,Si,No,No,No,Si,1,2,0
51242,No,Si,No,No,No,No,1,1,17
51243,No,No,No,Si,No,No,2,1,31
51244,Si,Si,Si,Si,No,No,2,0,47
51245,Si,Si,No,Si,No,Si,2,0,2
51246,No,Si,No,No,No,No,1,1,17
51247,Si,Si,No,Si,No,Si,2,0,2
51248,Si,Si,No,Si,No,Si,2,0,2
51249,Si,Si,No,Si,No,Si,2,0,2
51250,Si,Si,No,No,No,Si,1,2,0
51251,Si,Si,No,No,No,Si,1,2,0
51252,Si,Si,No,No,Si,Si,0,2,4
51253,Si,Si,No,No,Si,Si,0,2,4
51254,Si,Si,No,Si,No,Si,2,0,2
51255,Si,Si,No,Si,Si,Si,0,0,5
51256,Si,Si,No,Si,No,Si,2,0,2
51257,Si,Si,No,Si,No,Si,2,0,2
51258,Si,Si,No,No,Si,Si,0,2,4
51259,Si,Si,No,No,No,Si,1,2,0
51260,Si,Si,No,No,Si,Si,0,2,4
51261,Si,Si,No,No,No,Si,1,2,0
51262,Si,Si,No,No,Si,Si,0,2,4
51263,No,Si,No,No,No,Si,1,1,1
51264,Si,Si,No,No,No,Si,1,2,0
51265,No,Si,Si,No,No,Si,1,1,11
51266,No,Si,Si,Si,Si,Si,0,1,25
51267,No,Si,No,No,No,Si,1,1,1
51268,No,Si,No,No,Si,Si,0,1,13
51269,Si,Si,Si,No,Si,Si,0,2,15
51270,No,Si,No,No,Si,Si,0,1,13
51271,Si,Si,No,Si,Si,Si,0,0,5
51272,Si,Si,No,No,Si,Si,0,2,4
51273,No,Si,No,No,No,Si,1,1,1
51274,Si,Si,No,No,No,Si,1,2,0
51275,Si,Si,No,No,Si,Si,0,2,4
51276,No,Si,No,Si,No,Si,2,1,9
51277,Si,Si,No,No,No,Si,1,2,0
51278,No,Si,No,Si,No,Si,2,1,9
51279,Si,Si,No,No,Si,Si,0,2,4
51280,No,Si,Si,No,No,No,1,1,10
51281,No,Si,No,No,No,Si,1,1,1
51282,No,Si,Si,No,No,No,1,1,10
51283,No,Si,No,Si,No,Si,2,1,9
51284,Si,Si,No,No,No,Si,1,2,0
51285,Si,Si,No,No,No,No,1,2,23
51286,No,No,Si,No,No,No,1,1,21
51287,Si,Si,No,No,No,Si,1,2,0
51288,No,Si,No,Si,No,Si,2,1,9
51289,No,Si,No,No,No,Si,1,1,1
51290,Si,Si,No,Si,No,Si,2,0,2
51291,Si,Si,No,No,Si,Si,0,2,4
51292,Si,Si,No,No,Si,Si,0,2,4
51293,Si,Si,No,No,No,Si,1,2,0
51294,Si,Si,Si,Si,No,Si,2,0,20
51295,No,Si,No,No,No,Si,1,1,1
51296,No,Si,No,Si,No,Si,2,1,9
51297,No,Si,No,No,No,Si,1,1,1
51298,Si,Si,No,Si,No,Si,2,0,2
51299,Si,Si,No,No,No,No,1,2,23
51300,No,Si,No,No,No,Si,1,1,1
51301,No,Si,No,No,No,Si,1,1,1
51302,Si,Si,No,No,No,Si,1,2,0
51303,No,Si,No,No,No,No,1,1,17
51304,No,Si,No,Si,No,Si,2,1,9
51305,Si,Si,No,Si,No,Si,2,0,2
51306,Si,Si,Si,Si,Si,No,0,0,29
51307,Si,Si,Si,Si,No,Si,2,0,20
51308,No,Si,No,No,No,No,1,1,17
51309,Si,Si,Si,Si,Si,Si,0,0,7
51310,No,No,No,Si,No,No,2,1,31
51311,No,Si,No,No,No,No,1,1,17
51312,No,Si,No,No,No,Si,1,1,1
51313,Si,Si,No,Si,No,Si,2,0,2
51314,No,No,No,Si,No,Si,2,1,49
51315,No,Si,No,No,No,Si,1,1,1
51316,Si,Si,No,No,No,Si,1,2,0
51317,No,No,No,Si,No,No,2,1,31
51318,Si,Si,No,Si,No,Si,2,0,2
51319,Si,Si,No,Si,No,Si,2,0,2
51320,Si,Si,No,Si,No,Si,2,0,2
51321,No,Si,No,No,No,Si,1,1,1
51322,Si,Si,Si,Si,Si,No,0,0,29
51323,Si,Si,No,Si,Si,Si,0,0,5
51324,Si,Si,Si,No,Si,Si,0,2,15
51325,Si,Si,No,Si,No,Si,2,0,2
51326,Si,Si,No,Si,No,Si,2,0,2
51327,Si,Si,No,Si,No,Si,2,0,2
51328,No,Si,No,Si,No,Si,2,1,9
51329,Si,Si,No,Si,No,Si,2,0,2
51330,Si,Si,No,No,No,Si,1,2,0
51331,Si,Si,No,Si,No,Si,2,0,2
51332,Si,Si,No,Si,No,Si,2,0,2
